EmpID,Age,AgeGroup,Gender,Department,JobRole,Salary,Attrition,YearsAtCompany,Employee Satisfaction,PerformanceRating,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM821,35,26-35,Male,Sales,Sales Executive,59616,No,5,4,3,Travel_Frequently,1182,11,2,Marketing,1,1137,54,3,2,4,Divorced,4968,Upto 5k,18500,1,Y,No,11,4,80,1,5,3,3,2,0,2
RM836,35,26-35,Male,Human Resources,Human Resources,51876,No,5,3,3,Travel_Rarely,528,8,4,Technical Degree,1,1164,100,3,1,3,Single,4323,Upto 5k,7108,1,Y,No,17,2,80,0,6,2,1,4,1,4
RM841,35,26-35,Male,Research & Development,Laboratory Technician,27096,No,8,4,3,Travel_Rarely,982,1,4,Medical,1,1172,58,2,1,3,Married,2258,Upto 5k,16340,6,Y,No,12,2,80,1,10,2,3,0,1,7
RM847,35,26-35,Male,Research & Development,Manufacturing Director,123288,No,7,3,3,Travel_Rarely,819,2,3,Life Sciences,1,1182,44,2,3,2,Divorced,10274,10k-15k,19588,2,Y,No,18,2,80,1,15,2,4,7,6,4
RM849,35,26-35,Male,Research & Development,Laboratory Technician,28512,No,2,4,3,Travel_Frequently,636,4,4,Other,1,1185,47,2,1,4,Married,2376,Upto 5k,26537,1,Y,No,13,2,80,1,2,2,4,2,2,2
RM871,35,26-35,Male,Sales,Sales Executive,107592,No,7,3,3,Travel_Rarely,1361,17,4,Life Sciences,1,1218,94,3,2,1,Married,8966,5k-10k,21026,3,Y,Yes,15,4,80,3,15,2,3,7,1,7
RM889,35,26-35,Female,Sales,Sales Executive,124524,No,13,3,3,Non-Travel,1212,8,2,Marketing,1,1243,78,2,3,4,Married,10377,10k-15k,13755,4,Y,Yes,11,2,80,1,16,6,2,2,4,12
RM925,35,26-35,Male,Research & Development,Research Scientist,42072,No,3,3,3,Travel_Rarely,735,6,1,Life Sciences,1,1291,66,3,1,3,Married,3506,Upto 5k,6020,0,Y,Yes,14,4,80,0,4,3,3,2,2,2
RM962,35,26-35,Male,Research & Development,Research Scientist,50988,No,9,3,3,Travel_Frequently,482,4,4,Life Sciences,1,1350,87,3,2,3,Single,4249,Upto 5k,2690,1,Y,Yes,11,2,80,0,9,3,3,6,1,1
RM974,35,26-35,Female,Research & Development,Laboratory Technician,64356,No,9,4,3,Travel_Rarely,817,1,3,Medical,1,1369,60,2,2,4,Married,5363,5k-10k,10846,0,Y,No,12,2,80,1,10,0,3,7,0,0
RM982,35,26-35,Female,Sales,Sales Executive,55368,Yes,4,4,3,Travel_Frequently,662,18,4,Marketing,1,1380,67,3,2,3,Married,4614,Upto 5k,23288,0,Y,Yes,18,3,80,1,5,0,2,2,3,2
RM1003,35,26-35,Male,Research & Development,Manufacturing Director,112344,No,2,3,3,Travel_Frequently,200,18,2,Life Sciences,1,1412,60,3,3,4,Single,9362,5k-10k,19944,2,Y,No,11,3,80,0,10,2,3,2,2,2
RM1060,35,26-35,Male,Sales,Sales Representative,28848,No,1,4,3,Travel_Rarely,660,7,1,Life Sciences,1,1492,76,3,1,3,Married,2404,Upto 5k,16192,1,Y,No,13,1,80,1,1,3,3,0,0,0
RM1082,35,26-35,Female,Research & Development,Healthcare Representative,103272,No,11,4,3,Travel_Rarely,1029,16,3,Life Sciences,1,1529,91,2,3,2,Single,8606,5k-10k,21195,1,Y,No,19,4,80,0,11,3,1,8,3,3
RM1101,35,26-35,Female,Sales,Sales Representative,29160,No,5,2,4,Travel_Rarely,1402,28,4,Life Sciences,1,1554,98,2,1,3,Married,2430,Upto 5k,26204,0,Y,No,23,1,80,2,6,5,3,3,4,2
RM1109,35,26-35,Male,Research & Development,Laboratory Technician,29400,No,3,4,3,Travel_Rarely,992,1,3,Medical,1,1564,68,2,1,1,Single,2450,Upto 5k,21731,1,Y,No,19,2,80,0,3,3,3,0,1,2
RM1111,35,26-35,Female,Research & Development,Laboratory Technician,24888,Yes,1,1,3,Travel_Rarely,104,2,3,Life Sciences,1,1569,69,3,1,1,Divorced,2074,Upto 5k,26619,1,Y,Yes,12,4,80,1,1,2,3,0,0,0
RM1124,35,26-35,Female,Research & Development,Healthcare Representative,73704,No,5,1,3,Travel_Rarely,670,10,4,Medical,1,1587,51,3,2,3,Single,6142,5k-10k,4223,3,Y,Yes,16,3,80,0,10,4,3,2,0,4
RM1131,35,26-35,Male,Research & Development,Laboratory Technician,40884,No,10,2,3,Travel_Rarely,750,28,3,Life Sciences,1,1596,46,4,2,3,Married,3407,Upto 5k,25348,1,Y,No,17,4,80,2,10,3,2,9,6,8
RM1135,35,26-35,Male,Research & Development,Laboratory Technician,32280,No,1,3,3,Travel_Rarely,1349,7,2,Life Sciences,1,1601,63,2,1,4,Married,2690,Upto 5k,7713,1,Y,No,18,4,80,1,1,5,2,0,0,1
RM1151,35,26-35,Male,Research & Development,Research Scientist,62496,No,16,2,3,Travel_Rarely,819,18,5,Life Sciences,1,1621,48,4,2,1,Married,5208,5k-10k,26312,1,Y,No,11,4,80,0,16,2,3,15,1,10
RM1158,35,26-35,Female,Research & Development,Healthcare Representative,49776,No,14,3,3,Non-Travel,208,8,4,Life Sciences,1,1630,52,3,2,3,Married,4148,Upto 5k,12250,1,Y,No,12,4,80,1,15,5,3,11,2,9
RM1163,35,26-35,Male,Sales,Sales Executive,123672,Yes,13,4,3,Travel_Rarely,737,10,3,Medical,1,1639,55,2,3,1,Married,10306,10k-15k,21530,9,Y,No,17,3,80,0,15,3,3,12,6,0
RM1168,35,26-35,Male,Sales,Sales Executive,65280,Yes,2,1,3,Travel_Rarely,763,15,2,Medical,1,1645,59,1,2,4,Divorced,5440,5k-10k,22098,6,Y,Yes,14,4,80,2,7,2,2,2,2,2
RM1187,35,26-35,Male,Sales,Sales Executive,54972,Yes,11,4,4,Travel_Frequently,880,12,4,Other,1,1667,36,3,2,4,Single,4581,Upto 5k,10414,3,Y,Yes,24,1,80,0,13,2,4,9,6,7
RM1216,35,26-35,Male,Research & Development,Research Scientist,59160,No,5,1,3,Travel_Frequently,146,2,4,Medical,1,1704,79,2,1,4,Single,4930,Upto 5k,13970,0,Y,Yes,14,3,80,0,6,2,4,4,1,4
RM1233,35,26-35,Male,Research & Development,Manufacturing Director,82596,No,7,4,3,Travel_Rarely,1370,27,4,Life Sciences,1,1728,49,3,2,3,Married,6883,5k-10k,5151,2,Y,No,16,2,80,1,17,3,3,7,0,7
RM1282,35,26-35,Male,Sales,Sales Executive,69756,Yes,10,3,3,Travel_Rarely,303,27,3,Life Sciences,1,1797,84,3,2,4,Single,5813,5k-10k,13492,1,Y,Yes,18,4,80,0,10,2,3,7,7,7
RM1289,35,26-35,Male,Research & Development,Manufacturing Director,69144,No,7,2,3,Non-Travel,1180,2,2,Medical,1,1804,90,3,2,4,Divorced,5762,5k-10k,24442,2,Y,No,14,3,80,1,15,6,3,7,1,7
RM1303,35,26-35,Male,Research & Development,Laboratory Technician,32460,No,5,2,3,Travel_Rarely,185,23,4,Medical,1,1826,91,1,1,3,Married,2705,Upto 5k,9696,0,Y,No,16,2,80,1,6,2,4,4,0,3
RM1346,35,26-35,Female,Research & Development,Manufacturing Director,57456,No,3,4,3,Travel_Rarely,219,16,2,Other,1,1886,44,2,2,2,Married,4788,Upto 5k,25388,0,Y,Yes,11,4,80,0,4,2,3,2,0,2
RM1381,35,26-35,Male,Sales,Sales Executive,66732,No,5,2,3,Travel_Rarely,682,18,4,Medical,1,1945,71,3,2,1,Married,5561,5k-10k,15975,0,Y,No,16,4,80,1,6,2,1,3,0,4
RM1393,35,26-35,Female,Sales,Sales Executive,62448,No,10,3,3,Travel_Rarely,1224,7,4,Life Sciences,1,1962,55,3,2,4,Married,5204,5k-10k,13586,1,Y,Yes,11,4,80,0,10,2,3,8,0,9
RM1423,35,26-35,Male,Research & Development,Laboratory Technician,31920,No,2,4,3,TravelRarely,1490,11,4,Medical,1,2003,43,3,1,3,Married,2660,Upto 5k,20232,7,Y,Yes,11,3,80,1,5,3,3,2,2,2
RM1425,35,26-35,Male,Research & Development,Research Scientist,61176,No,10,2,3,Travel_Rarely,1395,9,4,Medical,1,2008,48,3,2,3,Single,5098,5k-10k,18698,1,Y,No,19,2,80,0,10,5,3,7,0,8
RM1451,35,26-35,Female,Human Resources,Human Resources,106044,No,9,3,3,Travel_Rarely,1146,26,4,Life Sciences,1,2040,31,3,3,4,Single,8837,5k-10k,16642,1,Y,Yes,16,3,80,0,9,2,3,0,1,7
RM1457,35,26-35,Male,Research & Development,Healthcare Representative,68268,No,10,3,3,Travel_Frequently,1199,18,4,Life Sciences,1,2049,80,3,2,3,Married,5689,5k-10k,24594,1,Y,Yes,14,4,80,2,10,2,4,2,0,2
RM1459,35,26-35,Female,Research & Development,Research Scientist,35724,No,4,3,3,Travel_Rarely,287,1,4,Life Sciences,1,2052,62,1,1,4,Married,2977,Upto 5k,8952,1,Y,No,12,4,80,1,4,5,3,3,1,1
RM010,36,36-45,Male,Research & Development,Healthcare Representative,62844,No,7,3,3,Travel_Rarely,1299,27,3,Medical,1,13,94,3,2,3,Married,5237,5k-10k,16577,6,Y,No,13,2,80,2,17,3,2,7,7,7
RM022,36,36-45,Male,Sales,Sales Representative,40884,Yes,5,3,4,Travel_Rarely,1218,9,4,Life Sciences,1,27,82,2,1,1,Single,3407,Upto 5k,6986,7,Y,No,23,2,80,0,10,4,3,3,0,3
RM039,36,36-45,Female,Research & Development,Research Scientist,41028,No,1,2,3,Travel_Rarely,852,5,4,Life Sciences,1,51,82,2,1,1,Married,3419,Upto 5k,13072,9,Y,Yes,14,4,80,1,6,3,4,1,0,0
RM065,36,36-45,Female,Research & Development,Healthcare Representative,121152,No,17,3,3,Travel_Rarely,1223,8,3,Technical Degree,1,83,59,3,3,3,Divorced,10096,10k-15k,8202,1,Y,No,13,2,80,3,17,2,3,14,12,8
RM067,36,36-45,Male,Research & Development,Manufacturing Director,77988,No,6,2,3,Travel_Frequently,1195,11,3,Life Sciences,1,85,95,2,2,2,Single,6499,5k-10k,22656,1,Y,No,13,3,80,0,6,3,3,5,0,3
RM070,36,36-45,Male,Research & Development,Research Scientist,40656,Yes,1,4,3,Travel_Rarely,318,9,3,Medical,1,90,79,2,1,3,Married,3388,Upto 5k,21777,0,Y,Yes,17,1,80,1,2,0,2,0,0,
RM075,36,36-45,Female,Research & Development,Laboratory Technician,36456,No,1,2,3,Travel_Rarely,132,6,3,Life Sciences,1,97,55,4,1,4,Married,3038,Upto 5k,22002,3,Y,No,12,2,80,0,5,3,3,0,0,
RM118,36,36-45,Female,Sales,Sales Executive,116856,No,9,2,3,Travel_Frequently,1467,11,2,Technical Degree,1,154,92,3,3,4,Married,9738,5k-10k,22952,0,Y,No,14,3,80,1,10,6,3,7,2,8
RM119,36,36-45,Female,Research & Development,Laboratory Technician,34020,No,1,1,4,Travel_Rarely,922,3,2,Life Sciences,1,155,39,3,1,4,Divorced,2835,Upto 5k,2561,5,Y,No,22,1,80,1,7,2,3,0,0,0
RM136,36,36-45,Male,Research & Development,Manufacturing Director,59292,No,3,2,4,Travel_Rarely,216,6,2,Medical,1,178,84,3,2,2,Divorced,4941,Upto 5k,2819,6,Y,No,20,4,80,2,7,0,3,2,0,1
RM173,36,36-45,Male,Research & Development,Laboratory Technician,25056,No,8,4,3,Travel_Frequently,1480,3,2,Medical,1,238,30,3,1,2,Single,2088,Upto 5k,15062,4,Y,No,12,3,80,0,13,3,2,7,7,2
RM208,36,36-45,Female,Research & Development,Laboratory Technician,25836,No,8,2,3,Travel_Frequently,635,18,1,Medical,1,286,73,3,1,4,Single,2153,Upto 5k,7703,1,Y,No,13,1,80,0,8,2,3,1,1,
RM221,36,36-45,Male,Research & Development,Laboratory Technician,70968,No,13,4,3,Travel_Rarely,1396,5,2,Life Sciences,1,304,62,3,2,2,Single,5914,5k-10k,9945,8,Y,No,16,4,80,0,16,3,4,11,3,7
RM270,36,36-45,Male,Research & Development,Laboratory Technician,38520,No,15,4,3,Travel_Rarely,1403,6,3,Life Sciences,1,373,47,3,1,4,Married,3210,Upto 5k,20251,0,Y,No,11,3,80,1,16,4,3,13,10,11
RM292,36,36-45,Male,Research & Development,Research Scientist,53820,No,8,3,3,Travel_Rarely,506,3,3,Technical Degree,1,397,30,3,2,2,Single,4485,Upto 5k,26285,4,Y,No,12,4,80,0,10,2,3,0,7,7
RM299,36,36-45,Male,Research & Development,Laboratory Technician,44256,No,1,3,3,Travel_Frequently,566,18,4,Life Sciences,1,407,81,4,1,4,Married,3688,Upto 5k,7122,4,Y,No,18,4,80,2,4,2,3,0,0,0
RM306,36,36-45,Female,Research & Development,Laboratory Technician,68088,No,9,2,3,Non-Travel,1105,24,4,Life Sciences,1,419,47,3,2,2,Married,5674,5k-10k,6927,7,Y,No,15,3,80,1,11,3,3,8,0,8
RM359,36,36-45,Female,Sales,Sales Executive,79836,No,1,4,3,Non-Travel,845,1,5,Medical,1,479,45,3,2,4,Single,6653,5k-10k,15276,4,Y,No,15,2,80,0,7,6,3,0,0,
RM360,36,36-45,Male,Sales,Sales Executive,116388,No,13,1,3,Travel_Frequently,541,3,4,Medical,1,481,48,2,3,4,Married,9699,5k-10k,7246,4,Y,No,11,1,80,1,16,2,3,9,1,
RM378,36,36-45,Female,Research & Development,Research Scientist,30516,No,2,4,3,Travel_Rarely,329,2,3,Life Sciences,1,501,96,3,1,3,Married,2543,Upto 5k,11868,4,Y,No,13,2,80,1,6,3,3,2,2,2
RM385,36,36-45,Male,Sales,Sales Executive,91152,No,10,2,3,Travel_Rarely,164,2,2,Medical,1,513,61,2,3,3,Married,7596,5k-10k,3809,1,Y,No,13,2,80,2,10,2,3,9,9,0
RM443,36,36-45,Male,Sales,Sales Executive,119760,No,10,2,3,Non-Travel,635,10,4,Medical,1,592,32,3,3,4,Single,9980,5k-10k,15318,1,Y,No,14,4,80,0,10,3,2,3,9,7
RM512,36,36-45,Male,Research & Development,Manufacturing Director,106164,No,3,2,3,Travel_Rarely,913,9,2,Medical,1,699,48,2,2,2,Divorced,8847,5k-10k,13934,2,Y,Yes,11,3,80,1,13,2,3,2,0,2
RM542,36,36-45,Female,Research & Development,Research Director,140556,No,8,1,3,Non-Travel,427,8,3,Life Sciences,1,742,63,4,3,1,Married,11713,10k-15k,20335,9,Y,No,14,1,80,1,10,2,3,7,0,5
RM570,36,36-45,Male,Sales,Sales Executive,91044,No,10,1,3,Non-Travel,1434,8,4,Life Sciences,1,789,76,2,3,1,Single,7587,5k-10k,14229,1,Y,No,15,2,80,0,10,1,3,7,0,9
RM594,36,36-45,Female,Research & Development,Manufacturing Director,62736,No,9,3,3,Travel_Rarely,676,1,3,Other,1,823,35,3,2,2,Married,5228,5k-10k,23361,0,Y,No,15,1,80,1,10,2,3,7,0,5
RM600,36,36-45,Male,Human Resources,Human Resources,25716,No,5,3,3,Travel_Rarely,1041,13,3,Human Resources,1,829,36,3,1,2,Married,2143,Upto 5k,25527,4,Y,No,13,2,80,1,8,2,3,2,0,4
RM622,36,36-45,Male,Sales,Sales Executive,74412,No,18,2,3,Travel_Rarely,928,1,2,Life Sciences,1,857,56,3,2,4,Married,6201,5k-10k,2823,1,Y,Yes,14,4,80,1,18,1,2,14,4,11
RM634,36,36-45,Male,Human Resources,Human Resources,28104,No,5,1,4,Travel_Rarely,1278,8,3,Life Sciences,1,878,77,2,1,1,Married,2342,Upto 5k,8635,0,Y,No,21,3,80,0,6,3,3,4,0,3
RM665,36,36-45,Male,Research & Development,Healthcare Representative,79032,No,16,3,3,Travel_Rarely,1425,14,1,Life Sciences,1,924,68,3,2,4,Married,6586,5k-10k,4821,0,Y,Yes,17,1,80,1,17,2,2,8,4,11
RM681,36,36-45,Male,Research & Development,Research Scientist,56136,No,6,2,3,Travel_Rarely,188,7,4,Other,1,949,65,3,1,4,Single,4678,Upto 5k,23293,2,Y,No,18,3,80,0,8,6,3,2,0,1
RM688,36,36-45,Male,Research & Development,Laboratory Technician,30228,No,11,3,4,Travel_Rarely,938,2,4,Medical,1,958,79,3,1,3,Single,2519,Upto 5k,12287,4,Y,No,21,3,80,0,16,6,3,8,3,9
RM694,36,36-45,Male,Sales,Sales Executive,123900,Yes,16,3,3,Travel_Rarely,530,3,1,Life Sciences,1,967,51,2,3,4,Married,10325,10k-15k,5518,1,Y,Yes,11,1,80,1,16,6,3,7,3,7
RM709,36,36-45,Male,Sales,Sales Executive,60948,No,7,1,3,Non-Travel,1229,8,4,Technical Degree,1,990,84,3,2,4,Divorced,5079,5k-10k,25952,4,Y,No,13,4,80,2,12,3,3,7,0,7
RM753,36,36-45,Female,Research & Development,Laboratory Technician,32916,Yes,17,3,3,Travel_Rarely,885,16,4,Life Sciences,1,1042,43,4,1,1,Single,2743,Upto 5k,8269,1,Y,No,16,3,80,0,18,1,3,13,15,14
RM762,36,36-45,Male,Research & Development,Laboratory Technician,58008,Yes,1,1,3,Travel_Rarely,660,15,3,Other,1,1052,81,3,2,3,Divorced,4834,Upto 5k,7858,7,Y,No,14,2,80,1,9,3,2,0,0,0
RM774,36,36-45,Female,Research & Development,Manufacturing Director,106296,No,14,4,3,Travel_Rarely,796,12,5,Medical,1,1073,51,2,3,4,Single,8858,5k-10k,15669,0,Y,No,11,2,80,0,15,2,2,8,7,8
RM818,36,36-45,Male,Research & Development,Manufacturing Director,93348,No,11,1,4,Non-Travel,217,18,4,Life Sciences,1,1133,78,3,2,4,Single,7779,5k-10k,23238,2,Y,No,20,1,80,0,18,0,3,9,0,9
RM874,36,36-45,Male,Research & Development,Laboratory Technician,32892,No,7,3,3,Travel_Rarely,917,6,4,Life Sciences,1,1221,60,1,1,3,Divorced,2741,Upto 5k,6865,1,Y,No,14,3,80,1,7,4,3,7,1,7
RM883,36,36-45,Female,Research & Development,Manufacturing Director,123024,No,7,3,4,Travel_Rarely,363,1,3,Technical Degree,1,1237,77,1,3,1,Divorced,10252,10k-15k,4235,2,Y,Yes,21,3,80,1,17,2,3,7,7,7
RM901,36,36-45,Male,Research & Development,Research Scientist,44304,No,11,3,3,Travel_Frequently,469,3,3,Technical Degree,1,1257,46,3,1,2,Married,3692,Upto 5k,9256,1,Y,No,12,3,80,0,12,2,2,10,0,7
RM928,36,36-45,Female,Research & Development,Manufacturing Director,64920,No,16,3,3,Travel_Rarely,429,2,4,Life Sciences,1,1294,53,3,2,2,Single,5410,5k-10k,2323,9,Y,Yes,11,4,80,0,18,2,3,14,5,12
RM943,36,36-45,Female,Research & Development,Healthcare Representative,85128,No,7,4,3,Travel_Rarely,325,10,4,Technical Degree,1,1312,63,3,3,3,Married,7094,5k-10k,5747,3,Y,No,12,1,80,0,10,0,3,7,1,7
RM969,36,36-45,Female,Sales,Sales Executive,55668,No,15,1,3,Travel_Frequently,607,7,3,Marketing,1,1362,83,4,2,1,Married,4639,Upto 5k,2261,2,Y,No,16,4,80,1,17,2,2,7,6,13
RM1012,36,36-45,Female,Sales,Sales Executive,111336,No,5,1,3,Travel_Rarely,1174,3,4,Marketing,1,1425,99,3,2,2,Single,9278,5k-10k,20763,3,Y,Yes,16,4,80,0,15,3,3,4,0,1
RM1019,36,36-45,Male,Research & Development,Laboratory Technician,69720,No,10,1,3,Travel_Rarely,172,4,4,Life Sciences,1,1435,37,2,2,4,Single,5810,5k-10k,22604,1,Y,No,16,3,80,0,10,2,2,4,1,8
RM1020,36,36-45,Female,Sales,Sales Executive,67764,No,3,3,3,Travel_Rarely,329,16,4,Marketing,1,1436,98,2,2,1,Married,5647,5k-10k,13494,4,Y,No,13,1,80,2,11,3,2,2,0,2
RM1103,36,36-45,Male,Sales,Sales Representative,31728,No,3,3,4,Travel_Rarely,1157,2,4,Life Sciences,1,1556,70,3,1,4,Single,2644,Upto 5k,17001,3,Y,Yes,21,4,80,0,7,3,2,2,1,2
RM1122,36,36-45,Female,Sales,Sales Executive,81780,No,1,2,3,Travel_Rarely,884,1,4,Life Sciences,1,1585,73,3,2,3,Single,6815,5k-10k,21447,6,Y,No,13,1,80,0,15,5,3,0,0,0
RM1129,36,36-45,Male,Research & Development,Laboratory Technician,66744,No,3,1,3,Travel_Frequently,1302,6,4,Life Sciences,1,1594,80,4,2,1,Married,5562,5k-10k,19711,3,Y,Yes,13,4,80,1,9,3,3,2,0,2
RM1146,36,36-45,Female,Research & Development,Manufacturing Director,55956,No,3,3,3,Travel_Rarely,559,12,4,Life Sciences,1,1614,76,3,2,3,Married,4663,Upto 5k,12421,9,Y,Yes,12,2,80,2,7,2,3,2,1,1
RM1174,36,36-45,Female,Research & Development,Healthcare Representative,96096,No,3,2,3,Travel_Rarely,711,5,4,Life Sciences,1,1651,42,3,3,1,Married,8008,5k-10k,22792,4,Y,No,12,3,80,2,9,6,3,2,0,2
RM1181,36,36-45,Male,Research & Development,Laboratory Technician,24156,No,4,1,3,Travel_Rarely,311,7,3,Life Sciences,1,1659,77,3,1,2,Single,2013,Upto 5k,10950,2,Y,No,11,3,80,0,15,4,3,3,1,3
RM1183,36,36-45,Female,Research & Development,Manufacturing Director,52488,No,3,4,3,Non-Travel,894,1,4,Medical,1,1662,33,2,2,3,Married,4374,Upto 5k,15411,0,Y,No,15,3,80,0,4,6,3,2,1,2
RM1184,36,36-45,Male,Research & Development,Healthcare Representative,82104,No,5,4,4,Travel_Rarely,1040,3,2,Life Sciences,1,1664,79,4,2,1,Divorced,6842,5k-10k,26308,6,Y,No,20,1,80,1,13,3,3,4,0,4
RM1200,36,36-45,Male,Research & Development,Healthcare Representative,64164,No,3,1,3,Travel_Rarely,1351,26,4,Life Sciences,1,1682,80,3,2,3,Married,5347,5k-10k,7419,6,Y,No,14,2,80,2,10,2,2,2,0,2
RM1221,36,36-45,Female,Sales,Sales Representative,54024,No,13,3,3,Travel_Rarely,530,2,4,Life Sciences,1,1710,51,3,2,4,Single,4502,Upto 5k,7439,3,Y,No,15,3,80,0,17,2,2,7,6,7
RM1237,36,36-45,Male,Sales,Sales Executive,73608,Yes,2,2,3,Travel_Rarely,1456,13,5,Marketing,1,1733,96,2,2,1,Divorced,6134,5k-10k,8658,5,Y,Yes,13,2,80,3,16,3,3,2,2,2
RM1279,36,36-45,Male,Research & Development,Healthcare Representative,99852,No,12,4,3,Travel_Rarely,1383,10,3,Life Sciences,1,1790,90,3,3,1,Married,8321,5k-10k,25949,7,Y,Yes,13,4,80,1,15,1,3,8,5,7
RM1316,36,36-45,Female,Research & Development,Research Scientist,83544,No,1,4,4,Travel_Rarely,430,2,4,Other,1,1847,73,3,2,2,Married,6962,5k-10k,19573,4,Y,Yes,22,4,80,1,15,2,3,0,0,0
RM1341,36,36-45,Female,Sales,Sales Executive,68076,No,10,2,3,Travel_Rarely,1266,10,4,Technical Degree,1,1880,63,2,2,3,Married,5673,5k-10k,6060,1,Y,Yes,13,1,80,1,10,4,3,9,1,7
RM1348,36,36-45,Male,Human Resources,Human Resources,46632,No,10,2,4,Travel_Frequently,1213,2,1,Human Resources,1,1890,94,2,2,4,Single,3886,Upto 5k,4223,1,Y,No,21,4,80,0,10,2,2,1,0,8
RM1356,36,36-45,Male,Sales,Sales Executive,66084,No,4,3,3,Travel_Rarely,335,17,2,Marketing,1,1908,33,2,2,2,Married,5507,5k-10k,16822,2,Y,No,16,3,80,2,12,1,1,2,1,3
RM1384,36,36-45,Male,Research & Development,Laboratory Technician,33720,No,5,1,4,Non-Travel,1351,9,4,Life Sciences,1,1949,66,4,1,2,Married,2810,Upto 5k,9238,1,Y,No,22,2,80,0,5,3,3,4,0,2
RM1440,36,36-45,Female,Sales,Sales Executive,91728,No,9,1,3,Travel_Rarely,557,3,3,Medical,1,2024,94,2,3,4,Married,7644,5k-10k,12695,0,Y,No,19,3,80,2,10,2,3,7,3,4
RM1441,36,36-45,Female,Research & Development,Manufacturing Director,61572,No,4,4,3,Travel_Frequently,688,4,2,Life Sciences,1,2025,97,3,2,2,Divorced,5131,5k-10k,9192,7,Y,No,13,2,80,3,18,3,3,2,0,2
RM1448,36,36-45,Male,Sales,Sales Executive,64872,No,15,4,4,Non-Travel,301,15,4,Marketing,1,2036,88,1,2,4,Divorced,5406,5k-10k,10436,1,Y,No,24,1,80,1,15,4,2,12,11,11
RM1454,36,36-45,Female,Sales,Sales Executive,79824,No,6,2,3,Travel_Rarely,1120,11,4,Marketing,1,2045,100,2,2,4,Married,6652,5k-10k,14369,4,Y,No,13,1,80,1,8,2,2,3,0,0
RM1466,36,36-45,Male,Research & Development,Laboratory Technician,30852,No,5,3,3,Travel_Frequently,884,23,2,Medical,1,2061,41,4,2,4,Married,2571,Upto 5k,12290,4,Y,No,17,3,80,1,17,3,3,2,0,3
RM1466,36,36-45,Male,Research & Development,Laboratory Technician,30852,No,5,3,3,Travel_Frequently,884,23,2,Medical,1,2061,41,4,2,4,Married,2571,Upto 5k,12290,4,Y,No,17,3,80,1,17,3,3,2,0,2
RM003,37,36-45,Male,Research & Development,Laboratory Technician,25080,Yes,0,4,3,Travel_Rarely,1373,2,2,Other,1,4,92,2,1,3,Single,2090,Upto 5k,2396,6,Y,Yes,15,2,80,0,7,3,3,0,0,0
RM048,37,36-45,Male,Research & Development,Research Scientist,36264,No,1,2,4,Travel_Rarely,408,19,2,Life Sciences,1,61,73,3,1,2,Married,3022,Upto 5k,10227,4,Y,No,21,1,80,0,8,1,3,0,0,0
RM060,37,36-45,Male,Research & Development,Manufacturing Director,71916,No,7,1,3,Travel_Rarely,1115,1,4,Life Sciences,1,77,51,2,2,3,Divorced,5993,5k-10k,2689,1,Y,No,18,3,80,1,7,2,4,5,0,7
RM079,37,36-45,Male,Research & Development,Research Director,163968,No,5,1,3,Travel_Rarely,397,7,4,Medical,1,102,30,3,3,3,Single,13664,10k-15k,25258,4,Y,No,13,1,80,0,16,3,4,2,0,2
RM101,37,36-45,Male,Human Resources,Human Resources,24876,Yes,3,3,4,Travel_Rarely,807,6,4,Human Resources,1,133,63,3,1,1,Divorced,2073,Upto 5k,23648,4,Y,Yes,22,4,80,0,7,3,3,2,0,2
RM105,37,36-45,Male,Research & Development,Healthcare Representative,61956,No,1,3,3,Non-Travel,1040,2,2,Life Sciences,1,139,100,2,2,4,Divorced,5163,5k-10k,15850,5,Y,No,14,4,80,1,17,2,4,0,0,0
RM116,37,36-45,Male,Sales,Sales Executive,89136,No,5,3,3,Travel_Rarely,1189,3,3,Life Sciences,1,152,87,3,3,4,Single,7428,5k-10k,14506,2,Y,No,12,1,80,0,12,3,3,3,1,3
RM196,37,36-45,Male,Research & Development,Research Scientist,42768,No,8,2,3,Travel_Rarely,290,21,3,Life Sciences,1,267,65,4,1,1,Married,3564,Upto 5k,22977,1,Y,Yes,12,1,80,1,8,3,2,7,1,7
RM223,37,36-45,Male,Research & Development,Research Director,146220,No,10,2,3,Travel_Frequently,663,11,3,Other,1,306,47,3,3,4,Divorced,12185,10k-15k,10056,1,Y,Yes,14,3,80,3,10,1,3,8,0,7
RM227,37,36-45,Male,Sales,Sales Representative,33516,No,9,1,3,Travel_Frequently,319,4,4,Marketing,1,311,41,3,1,4,Divorced,2793,Upto 5k,2539,4,Y,No,17,3,80,1,13,2,3,8,5,8
RM249,37,36-45,Female,Research & Development,Research Scientist,47040,No,3,3,3,Travel_Rarely,1017,1,2,Medical,1,340,83,2,1,1,Married,3920,Upto 5k,18697,2,Y,No,14,1,80,1,17,2,2,1,0,
